GEOID,pop_total,hhinc_total_hh,hhinc_lt10k,hhinc_10_15k,hhinc_15_20k,hhinc_20_25k,hhinc_25_30k,hhinc_30_35k,hhinc_35_40k,hhinc_40_45k,hhinc_45_50k,hhinc_50_60k,hhinc_60_75k,hhinc_75_100k,hhinc_100_125k,hhinc_125_150k,hhinc_150_200k,hhinc_200k_plus,rent_total_units,rent_lt100,rent_100_149,rent_150_199,rent_200_249,rent_250_299,rent_300_349,rent_350_399,rent_400_449,rent_450_499,rent_500_549,rent_550_599,rent_600_649,rent_650_699,rent_700_749,rent_750_799,rent_800_899,rent_900_999,rent_1000_1249,rent_1250_1499,rent_1500_1999,rent_2000_2499,rent_2500_2999,rent_3000_3499,rent_3500_plus,tenure_total,tenure_owner,tenure_renter
245100702002,655,238,50,46,18,11,18,24,0,23,20,21,0,0,7,0,0,0,198,0,0,0,0,0,0,12,23,0,30,0,24,0,0,0,23,0,53,16,0,0,0,0,0,238,40,198
245100702003,988,288,58,31,33,0,54,5,10,0,18,12,28,0,32,0,7,0,209,0,0,0,0,0,25,21,0,0,0,0,20,0,18,0,0,0,69,38,18,0,0,0,0,288,79,209
245100702005,349,178,21,16,35,0,14,0,13,19,19,0,11,19,0,11,0,0,121,0,0,0,0,0,9,0,0,0,12,0,0,0,0,26,20,0,44,10,0,0,0,0,0,178,57,121
245100703002,357,105,10,36,3,0,7,0,7,25,0,0,3,0,0,6,0,8,47,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,16,0,7,3,8,0,0,0,0,105,58,47
245100704002,224,173,89,21,7,23,7,4,8,7,0,0,7,0,0,0,0,0,170,0,0,24,0,0,0,0,0,6,5,0,11,5,13,12,27,15,27,7,0,0,0,0,0,173,3,170
245100704001,313,142,27,8,11,11,15,0,15,20,4,6,10,5,7,3,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,37,30,5,0,0,0,142,40,102
245100804002,536,176,64,51,8,8,9,16,0,9,0,0,0,0,0,6,5,0,156,0,0,0,0,0,0,0,0,16,18,24,0,0,16,5,15,10,18,25,0,0,0,0,0,176,20,156
245101301001,682,235,15,16,0,14,0,27,0,41,0,63,29,12,0,18,0,0,166,0,0,0,0,16,0,0,0,0,0,14,0,16,30,11,16,0,12,33,0,18,0,0,0,235,69,166
245101301003,876,446,86,57,0,60,0,19,11,59,12,59,12,31,0,26,0,14,317,0,20,12,19,9,0,0,0,0,0,9,21,0,0,18,25,10,76,89,0,0,0,0,0,446,129,317
245101301004,486,337,61,43,11,35,27,8,18,8,43,19,11,0,37,9,7,0,279,0,0,21,0,0,10,0,0,0,0,0,0,13,0,8,80,9,138,0,0,0,0,0,0,337,58,279
245101302001,896,358,62,62,0,0,0,0,9,17,23,0,10,71,51,27,22,4,231,0,0,10,0,0,0,0,0,0,0,11,0,0,0,9,0,40,100,19,37,5,0,0,0,358,127,231
245100905002,1369,452,35,24,6,25,33,68,28,18,19,31,60,54,14,12,12,13,233,0,0,8,0,0,0,0,0,6,0,7,30,0,6,0,13,0,36,66,39,7,0,0,0,452,219,233
245100908001,379,164,26,19,53,0,0,0,28,0,18,0,0,15,5,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,51,20,0,0,0,0,0,164,85,79
245100908004,1001,322,53,30,17,26,14,54,22,0,6,24,0,23,35,18,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,35,43,56,29,0,0,0,0,322,121,201
245100908005,339,115,41,7,0,0,0,15,28,0,6,6,12,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,28,0,21,0,0,0,4,0,0,0,0,0,115,42,73
245100908002,586,228,13,38,28,29,7,7,6,16,0,25,32,7,20,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,21,46,0,0,0,0,0,228,142,86
245100908003,445,202,76,7,20,10,12,0,28,11,0,0,26,8,0,4,0,0,94,0,0,0,11,0,0,0,0,0,0,0,0,10,0,0,0,45,0,28,0,0,0,0,0,202,108,94
245101201001,1540,528,0,0,15,0,19,56,14,0,12,25,28,54,42,37,81,145,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,14,0,0,0,528,433,95
245101201002,758,475,32,11,0,32,59,12,16,18,35,59,68,0,0,35,58,40,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,136,49,12,62,0,0,0,475,156,319
245101201003,831,538,77,9,21,13,0,53,42,0,0,40,72,40,42,31,24,74,149,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,31,11,62,12,0,0,0,538,389,149
245102720041,1662,675,15,20,14,107,64,12,62,55,41,66,88,42,74,0,0,15,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,95,349,122,15,0,0,0,0,675,42,633
245101601001,470,172,36,59,0,20,22,0,0,0,0,0,24,0,0,0,11,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,33,26,0,0,0,0,172,77,95
245101512003,938,248,18,35,0,48,0,68,8,0,10,0,10,20,0,31,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,37,0,27,0,0,48,30,0,0,0,0,0,248,70,178
245101512004,577,223,55,42,48,23,6,8,10,0,12,0,19,0,0,0,0,0,129,0,0,8,29,0,0,0,10,0,10,0,0,0,5,0,0,0,0,53,0,0,0,0,0,223,94,129
245101512005,741,224,117,13,0,53,0,0,0,0,0,9,0,6,10,7,9,0,100,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,8,14,28,37,0,0,0,0,224,124,100
245101601004,850,333,23,41,0,18,33,67,46,17,7,8,0,30,0,23,20,0,136,0,0,0,0,0,0,0,0,0,8,23,9,30,0,10,0,8,48,0,0,0,0,0,0,333,197,136
245102102001,1141,491,99,86,27,37,12,10,0,6,31,47,25,44,37,29,1,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,122,74,0,0,0,0,491,283,208
245102403001,800,474,41,8,55,21,7,10,0,0,5,36,53,33,35,93,27,50,331,0,0,0,0,10,0,0,0,15,0,0,0,0,26,0,0,0,17,19,65,86,43,9,0,474,143,331
245102403002,581,349,17,0,26,0,8,0,5,0,8,34,58,68,30,25,8,62,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,33,44,36,0,0,0,349,195,154
245102602031,1877,654,53,95,46,11,80,66,29,18,11,25,5,176,33,6,0,0,400,0,0,5,5,0,11,22,26,49,15,0,16,0,7,6,44,0,0,107,54,0,15,0,0,654,254,400
245102602032,961,380,36,50,25,14,10,19,20,11,13,31,55,25,14,31,20,6,121,0,0,19,0,0,0,0,0,0,0,0,0,0,0,7,0,16,27,10,21,0,0,0,0,380,259,121
245102606042,196,116,11,12,0,21,3,5,19,0,0,27,14,4,0,0,0,0,62,0,0,0,0,0,5,0,0,0,0,20,0,0,8,0,0,19,5,0,0,0,0,0,0,116,54,62
245102702003,352,156,4,5,0,15,21,8,0,6,5,7,24,22,29,0,5,5,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,13,0,0,0,0,0,0,156,121,35
245101307003,628,307,0,29,0,0,0,0,0,24,16,44,25,0,93,31,31,14,141,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,14,69,32,11,0,0,0,0,307,166,141
245101307004,476,341,0,68,38,13,40,53,0,18,19,13,13,49,17,0,0,0,234,0,0,0,0,0,0,0,13,80,12,40,0,0,0,13,0,0,35,13,28,0,0,0,0,341,107,234
245101307005,1156,550,47,0,0,45,46,11,44,21,0,68,76,41,123,11,17,0,273,0,0,0,0,0,0,0,0,0,0,0,16,0,45,0,18,14,33,15,57,0,62,0,0,550,277,273
245101403002,432,139,23,6,28,16,17,0,11,6,0,21,5,6,0,0,0,0,67,0,0,0,0,0,0,0,18,0,0,0,6,0,0,0,0,16,16,11,0,0,0,0,0,139,72,67
245101403004,924,305,62,12,23,22,17,28,7,28,15,30,43,11,7,0,0,0,241,0,0,0,7,0,0,0,0,0,0,0,17,0,0,7,14,7,76,73,22,18,0,0,0,305,64,241
245101507013,728,260,11,22,0,56,19,12,14,20,14,16,29,11,15,6,15,0,91,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,22,13,37,0,0,0,0,260,169,91
245101507012,481,123,5,6,7,0,0,6,0,13,0,12,45,11,18,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,7,0,0,0,0,123,71,52
245101508004,435,178,35,22,16,0,11,0,9,0,0,18,9,24,34,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,18,18,0,0,0,0,0,0,178,107,71
245101703001,783,344,76,68,88,16,0,16,0,14,4,13,45,0,0,0,0,4,282,6,0,0,25,10,19,14,6,19,10,0,10,14,4,7,37,23,36,14,6,0,0,4,0,344,62,282
245102404003,1451,580,0,0,18,0,0,18,13,19,12,9,32,73,117,37,178,54,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,27,0,0,580,534,46
245102404001,1111,470,11,10,0,0,0,0,17,10,12,47,35,134,40,56,70,28,167,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,18,0,50,75,8,0,0,470,303,167
245102709022,2039,288,22,24,6,17,13,13,18,7,0,13,112,34,5,0,0,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,8,13,0,12,0,0,0,288,241,47
245102709023,1494,499,25,12,12,6,14,47,24,18,16,20,105,49,106,0,45,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,31,0,0,0,0,499,388,111
245102710021,1385,508,30,0,45,27,18,82,8,8,9,46,84,77,38,0,18,18,198,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,51,10,29,51,21,18,0,0,0,508,310,198
245102710022,936,304,64,0,24,18,16,43,16,32,0,6,32,26,8,0,0,19,112,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,22,0,21,24,0,0,0,0,0,304,192,112
245102702001,560,252,26,0,0,10,14,28,5,0,20,21,47,29,6,12,34,0,54,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,7,4,13,0,0,0,0,252,198,54
245101608012,504,245,6,0,0,40,31,26,49,32,16,26,0,0,17,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,245,233,12
245101608013,291,131,8,12,16,0,13,19,0,0,0,12,31,7,13,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,131,110,21
245101608014,691,247,27,14,28,13,0,12,22,0,15,57,0,30,0,9,20,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,247,220,27
245101608011,1562,589,31,30,87,60,90,60,0,32,30,80,21,48,0,0,7,13,413,0,0,0,0,0,0,0,0,0,0,0,0,0,59,25,83,67,179,0,0,0,0,0,0,589,176,413
245101608021,712,245,22,14,16,29,13,20,10,7,58,8,9,8,0,21,10,0,51,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,9,12,14,0,0,0,0,0,245,194,51
245101608022,1224,278,24,5,10,0,29,14,33,12,0,40,4,65,6,11,19,6,94,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,8,0,11,11,32,0,0,0,0,278,184,94
245101608023,1295,506,21,11,14,26,73,50,46,0,91,35,64,14,21,16,15,9,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,31,23,0,0,0,0,506,381,125
245100603001,812,259,40,15,4,17,28,22,11,13,28,3,22,14,37,0,5,0,166,0,0,0,0,0,0,0,0,4,0,0,5,17,0,4,9,0,37,42,48,0,0,0,0,259,93,166
245100603002,1132,524,12,20,30,24,34,9,4,19,23,64,59,68,57,16,23,62,253,0,0,0,0,0,9,0,0,0,0,0,0,7,8,4,0,7,26,65,53,62,12,0,0,524,271,253
245100801011,840,282,0,0,0,9,0,16,0,9,0,11,9,65,17,23,75,48,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,282,255,27
245100801012,1122,341,32,0,22,10,37,0,0,34,0,65,9,29,28,27,21,27,101,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,22,11,35,10,0,0,0,341,240,101
245100801014,890,291,45,29,0,0,17,8,0,0,18,29,37,35,19,54,0,0,177,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,33,26,36,42,11,21,0,0,0,291,114,177
245100801013,1228,384,24,26,57,18,28,0,57,6,31,41,0,96,0,0,0,0,219,0,0,0,0,0,0,0,0,24,0,0,0,28,0,0,46,0,44,58,19,0,0,0,0,384,165,219
245100803023,791,302,17,59,31,25,0,45,9,45,0,0,63,0,0,0,0,8,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,14,0,12,26,0,0,0,0,302,207,95
245100803021,756,239,8,9,10,0,67,31,0,0,9,33,27,32,13,0,0,0,91,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,58,0,0,0,0,239,148,91
245100803024,827,418,141,25,19,9,44,32,7,46,15,10,28,9,23,0,0,10,219,0,0,0,60,61,0,0,0,9,0,0,8,0,17,0,0,7,10,40,7,0,0,0,0,418,199,219
245100805002,413,151,27,7,0,0,13,29,30,15,5,10,0,9,0,0,0,6,83,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,43,24,0,0,0,0,0,151,68,83
245100805003,614,162,0,0,20,61,6,6,8,30,0,0,19,12,0,0,0,0,69,0,0,0,0,0,0,0,0,9,0,0,0,0,0,22,0,0,30,8,0,0,0,0,0,162,93,69
245101205002,1298,617,92,32,78,48,32,39,22,14,19,28,93,58,17,14,9,22,496,17,0,15,0,16,7,0,0,0,16,0,10,29,12,18,65,64,70,54,35,60,0,0,0,617,121,496
245102712005,937,293,0,0,0,0,0,0,0,0,0,0,14,31,16,16,22,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,293,0
245102710024,644,217,57,18,16,9,9,0,18,0,26,22,9,24,0,9,0,0,135,0,0,27,8,0,0,10,0,0,0,0,8,0,0,0,22,8,8,26,0,9,0,0,0,217,82,135
245102604021,1669,647,48,0,73,10,10,27,49,86,54,79,38,95,72,0,6,0,400,0,0,0,0,0,0,0,0,0,0,0,0,18,33,30,74,85,110,16,34,0,0,0,0,647,247,400
245102712004,1360,343,0,0,0,0,0,0,0,0,0,19,0,0,0,24,61,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,343,0
245102712003,1017,401,0,46,0,0,0,21,0,16,0,0,14,36,45,86,36,101,54,0,0,0,14,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,8,0,0,0,401,347,54
245102804042,84,34,7,0,0,0,0,0,4,0,0,0,23,0,0,0,0,0,34,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,34,0,34
245102801026,566,305,63,39,0,34,0,12,23,72,34,28,0,0,0,0,0,0,134,0,0,0,14,0,0,12,17,0,0,0,27,0,0,0,0,36,28,0,0,0,0,0,0,305,171,134
245100102002,649,295,29,0,0,32,0,0,11,13,22,7,24,50,19,29,43,16,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,17,6,0,0,295,231,64
245100102003,1100,511,23,13,0,11,28,0,9,12,0,50,0,78,97,91,55,44,99,0,0,0,0,0,0,0,0,0,0,0,0,13,0,19,0,9,0,0,45,13,0,0,0,511,412,99
245100604002,864,487,131,57,44,15,0,7,6,13,17,35,11,17,103,15,16,0,354,0,0,76,18,27,30,23,24,6,0,0,5,6,0,27,0,0,29,17,42,24,0,0,0,487,133,354
245101308061,1372,524,10,28,20,30,18,0,13,12,15,75,22,92,46,31,62,50,222,0,5,0,14,0,0,0,0,0,0,0,4,0,0,5,0,11,5,41,79,49,9,0,0,524,302,222
245102002001,488,194,53,5,0,0,0,0,6,6,52,0,31,41,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,30,4,26,0,0,0,0,194,123,71
245102002005,830,224,43,33,9,0,9,0,51,14,0,46,0,19,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,28,0,0,0,0,0,224,111,113
245102006001,791,296,37,47,8,54,6,15,21,10,23,11,52,12,0,0,0,0,145,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,30,0,65,0,13,0,0,0,0,296,151,145
245102006003,789,255,8,35,42,30,18,0,4,0,18,0,45,43,7,5,0,0,89,0,0,0,0,0,0,0,12,0,0,0,0,0,24,0,0,0,7,18,0,28,0,0,0,255,166,89
245102007014,1129,386,9,34,33,26,6,14,23,18,0,39,104,73,0,0,0,7,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,56,77,32,30,0,0,0,0,386,175,211
245102007015,807,422,149,71,34,18,7,9,34,8,7,16,47,0,22,0,0,0,350,7,0,0,46,7,38,8,0,0,35,9,0,0,9,7,9,0,9,11,53,9,0,0,0,422,72,350
245102007011,1001,290,22,36,9,9,10,35,28,8,62,12,44,7,0,8,0,0,217,0,0,0,9,0,0,10,0,0,0,0,53,0,0,0,40,7,20,24,44,0,0,0,0,290,73,217
245102708033,1521,564,96,33,11,30,84,24,0,29,11,102,54,46,15,18,0,11,237,0,0,0,34,24,35,10,11,0,11,0,0,0,0,0,46,14,0,29,12,0,11,0,0,564,327,237
245102708031,3823,1218,70,166,44,0,0,113,35,92,82,124,157,119,34,116,66,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,20,197,0,119,0,0,0,0,1218,695,523
245102709013,1914,793,38,44,64,89,55,42,36,69,27,49,44,139,29,49,10,9,510,0,0,9,0,0,0,0,0,0,0,0,0,0,0,36,103,171,110,53,15,0,0,0,0,793,283,510
245102709011,1134,450,17,0,84,33,0,41,0,30,36,24,61,44,10,45,25,0,168,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,21,99,38,0,0,0,0,0,0,450,282,168
245102714002,1349,543,0,0,0,25,46,9,0,19,34,17,7,77,42,17,81,169,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34,28,12,19,0,0,0,0,543,440,103
245102714003,1765,690,71,41,28,0,9,10,5,28,9,14,74,42,62,46,48,203,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,90,98,84,27,7,0,0,690,363,327
245102803022,1077,471,64,53,26,16,5,14,29,65,6,33,33,36,23,14,22,32,291,0,0,0,0,0,0,0,0,0,0,0,12,18,24,17,62,81,69,0,0,8,0,0,0,471,180,291
245102007022,731,284,38,46,25,13,13,10,0,46,20,22,33,18,0,0,0,0,63,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,14,8,15,0,0,0,0,0,284,221,63
245102301002,1003,410,27,20,45,29,27,8,0,22,90,26,6,49,9,18,27,7,326,0,0,0,0,0,0,0,0,10,8,5,0,0,0,9,0,17,121,91,38,8,19,0,0,410,84,326
245102502052,1130,352,54,21,15,43,16,22,9,11,29,36,30,53,0,0,13,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,17,0,72,92,0,0,0,0,0,352,158,194
245102502053,1215,360,18,0,49,12,50,0,11,21,0,43,0,114,0,29,13,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,63,81,0,0,0,0,0,360,179,181
245102502054,1356,509,9,64,43,15,16,96,0,19,81,11,58,59,19,12,7,0,310,0,0,0,0,0,26,0,33,0,11,0,0,0,0,0,15,35,123,44,0,0,0,0,0,509,199,310
245102502055,765,326,27,16,15,0,8,31,34,13,10,31,28,92,11,10,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,103,95,0,0,0,0,0,0,326,64,262
245102704021,546,202,6,11,6,7,11,8,0,0,26,10,5,26,62,18,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,202,192,10
245102704024,1165,470,73,10,8,0,0,0,10,5,6,60,50,101,72,40,7,28,138,0,0,10,0,0,0,0,0,0,0,0,0,27,17,0,0,8,45,31,0,0,0,0,0,470,332,138
245102704023,567,209,23,0,0,7,6,25,21,6,0,0,46,12,38,0,14,11,38,0,0,0,0,0,0,0,0,0,0,0,13,0,9,8,0,0,0,0,8,0,0,0,0,209,171,38
245102504022,822,302,113,57,33,68,0,13,0,0,0,4,0,0,0,0,0,14,298,0,24,0,17,43,22,41,9,27,13,0,0,10,15,26,25,7,4,0,0,0,0,0,0,302,4,298
245102504024,1368,358,0,0,0,0,48,29,0,60,15,9,49,99,13,0,0,36,208,0,0,0,0,0,0,0,0,0,0,0,43,0,65,0,0,37,32,21,10,0,0,0,0,358,150,208
245102504021,1222,472,44,49,59,18,0,10,11,57,25,97,26,76,0,0,0,0,330,0,0,0,0,0,0,0,0,0,28,20,0,10,54,48,29,0,73,68,0,0,0,0,0,472,142,330
245102504023,1247,463,49,37,7,44,119,10,28,0,23,44,47,36,13,0,6,0,292,0,0,0,0,0,0,0,0,0,0,0,30,16,34,48,68,15,24,14,43,0,0,0,0,463,171,292
245102605011,2878,977,84,69,78,79,48,92,68,6,26,153,82,95,72,0,25,0,550,0,0,0,0,13,23,0,13,38,0,0,14,0,0,44,68,34,102,88,73,0,0,0,0,977,427,550
245102605012,1731,509,29,17,21,8,8,8,70,71,18,22,55,60,50,24,33,15,176,0,0,0,0,0,0,0,0,0,34,5,0,0,0,0,12,10,17,72,26,0,0,0,0,509,333,176
245102605013,1197,421,29,0,17,9,0,49,9,23,11,34,74,89,10,47,11,9,109,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,31,0,9,0,29,8,0,0,0,421,312,109
245102611002,1245,565,5,4,27,16,7,16,7,11,4,15,38,93,45,53,100,124,156,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,12,27,9,37,22,0,9,4,565,409,156
245102611001,713,341,0,23,4,23,5,27,8,22,20,18,7,35,27,41,66,15,123,0,0,0,0,0,0,0,0,0,17,4,0,35,0,0,0,0,23,7,26,6,5,0,0,341,218,123
245102705022,1048,489,44,36,9,37,16,41,9,41,0,34,64,51,59,0,20,28,72,0,0,0,0,0,0,0,0,0,0,0,18,0,0,9,0,7,30,0,0,8,0,0,0,489,417,72
245102720042,2573,1280,119,56,152,34,123,95,28,40,64,84,55,86,181,0,54,109,574,0,0,38,14,0,40,13,0,0,0,0,0,0,0,0,81,65,120,76,80,11,0,0,0,1280,706,574
245102720061,2343,1079,171,114,125,98,50,47,37,31,13,138,60,90,57,25,16,7,725,0,8,16,62,45,22,9,6,0,5,0,15,0,75,25,87,91,115,97,31,0,0,0,0,1079,354,725
245102720062,1446,586,176,36,10,40,24,20,28,8,0,49,29,77,55,7,20,7,397,0,7,37,16,15,10,8,8,0,9,0,42,8,10,8,45,34,52,36,15,0,0,0,0,586,189,397
245102805001,902,347,203,35,90,4,0,0,0,0,0,0,4,11,0,0,0,0,347,12,13,36,96,59,34,0,46,0,29,0,0,0,18,0,0,0,4,0,0,0,0,0,0,347,0,347
245102805003,309,259,81,102,28,0,18,0,6,0,6,7,11,0,0,0,0,0,241,12,0,0,130,44,23,0,0,4,0,0,6,0,0,6,4,6,0,0,6,0,0,0,0,259,18,241
245101307006,1051,582,28,106,65,11,0,32,36,0,21,37,83,26,51,20,52,14,387,0,0,13,0,0,0,0,0,129,0,66,14,54,0,0,0,29,20,26,18,18,0,0,0,582,195,387
245101101001,2246,1220,87,19,16,57,137,50,99,36,47,121,179,203,86,0,58,25,1060,0,0,0,0,0,0,0,0,13,0,6,0,36,0,12,178,167,293,210,59,73,0,0,0,1220,160,1060
245100903003,572,277,0,0,0,10,0,20,0,27,33,15,15,67,47,9,34,0,38,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,17,3,0,0,0,0,277,239,38
245100903004,2113,798,136,29,161,46,28,42,49,47,0,45,57,114,32,9,3,0,395,0,0,0,0,0,0,0,0,0,28,52,5,0,23,8,10,19,40,182,19,9,0,0,0,798,403,395
245101003001,4696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245101204002,953,384,58,48,14,32,33,5,29,21,21,20,33,28,23,0,15,4,310,0,0,0,9,6,12,39,0,10,7,0,7,4,5,6,4,26,64,63,21,0,0,12,0,384,74,310
245101306002,801,382,0,0,8,21,14,0,21,21,0,55,52,57,38,18,57,20,160,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,10,97,7,21,0,0,0,0,382,222,160
245101306004,1239,536,10,5,0,22,0,36,8,67,8,63,55,80,111,23,26,22,305,0,0,0,0,0,0,0,0,0,0,0,0,14,0,19,0,0,5,120,147,0,0,0,0,536,231,305
245101306003,646,302,42,0,32,0,7,8,8,0,31,15,39,48,35,9,19,9,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,12,36,28,75,0,0,0,0,302,116,186
245101308041,912,433,27,58,21,11,11,23,16,14,9,51,32,106,20,17,3,14,204,0,7,6,7,11,4,7,0,0,0,0,2,0,11,4,22,19,41,12,23,17,0,0,0,433,229,204
245101602001,1157,396,21,18,5,13,49,8,5,33,4,38,82,85,0,0,29,6,104,0,0,0,0,0,0,27,0,0,0,0,0,0,15,0,51,7,0,0,0,0,0,0,0,396,292,104
245101602003,977,323,94,42,30,51,0,22,13,9,13,8,33,0,0,0,8,0,254,0,0,0,0,0,0,0,0,0,6,36,23,0,5,37,73,47,6,0,5,0,0,0,0,323,69,254
245101604002,1216,267,57,35,37,19,19,4,0,0,11,21,21,19,24,0,0,0,159,14,0,0,0,0,0,0,0,5,0,16,19,0,0,16,0,42,32,15,0,0,0,0,0,267,108,159
245101604001,322,107,16,7,31,0,6,0,0,8,0,14,6,12,0,7,0,0,58,0,0,0,0,0,0,5,0,0,0,0,0,12,7,0,13,0,15,0,6,0,0,0,0,107,49,58
245102805002,582,137,33,37,9,3,0,0,0,0,0,20,0,0,35,0,0,0,137,0,4,0,35,29,0,3,0,4,3,0,5,25,0,0,0,5,24,0,0,0,0,0,0,137,0,137
245102707032,963,415,0,19,0,17,0,18,28,0,0,27,115,81,53,14,20,23,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,9,22,0,0,0,0,415,330,85
245102705024,1288,531,58,9,78,5,26,60,0,27,8,9,79,61,56,9,20,26,214,0,0,0,0,0,0,0,0,0,0,0,28,0,11,0,119,49,7,0,0,0,0,0,0,531,317,214
245102705021,799,378,51,0,0,0,61,41,39,0,21,10,27,58,27,26,17,0,176,0,0,0,0,0,0,0,8,0,0,0,0,0,10,10,75,43,21,0,0,0,0,0,0,378,202,176
245102707031,918,374,12,35,22,0,9,69,9,10,4,88,19,45,39,8,5,0,181,0,0,0,0,0,0,0,0,0,9,0,11,12,9,0,30,0,9,43,32,0,0,0,0,374,193,181
245102710012,586,186,24,0,16,5,11,4,8,0,5,31,42,5,5,15,15,0,65,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,5,6,0,13,11,0,0,0,0,186,121,65
245102710013,924,376,69,34,23,29,23,46,34,28,6,17,18,29,0,0,14,6,282,0,0,0,16,0,0,0,0,0,0,12,12,0,28,57,70,44,13,0,24,0,6,0,0,376,94,282
245100201001,607,281,17,16,5,6,9,0,10,0,0,30,48,36,48,20,13,23,132,0,0,0,0,0,11,0,0,0,0,4,0,5,0,0,14,15,21,21,39,2,0,0,0,281,149,132
